Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data,CoefficientHannum
cg00443307,10219,36,12,NM_005810.3,0.632158125,NA
cg00445824,51477,36,19,NM_016368.3,0.108639035,NA
cg00446235,50848,36,1,NM_016946.3,0.176269383,NA
cg00447208,147138,36,17,NM_152468.3,0.424294001,NA
cg00448720,338872,36,13,NM_178540.3,0.706828642,NA
cg00449941,10615,36,17,NM_006461.3,0.057214043,NA
cg00451635,2013,36,16,NM_001424.3,0.34883274,NA
cg00453193,26136,36,7,NM_015641.2,0.035874918,NA
cg00453258,255022,36,10,NM_001001412.1,0.731254712,NA
cg00459975,79618,36,8,NM_024567.2,0.048377093,NA
cg00461841,80063,36,16,NM_024997.2,0.676205927,NA
cg00462311,4776,36,14,NM_004554.3,0.111473824,NA
cg00462994,162417,36,17,NM_153006.2,0.0875787,NA
cg00463202,113622,36,13,NM_199162.1,0.790379265,NA
cg00463577,115004,36,6,NM_138441.1,0.094848947,NA
cg00463840,NA,NA,NA,NA,NA,NA
cg00463848,3849,36,12,NM_000423.2,0.793130168,NA
cg00464269,7126,36,17,NM_021137.3,0.033909077,NA
cg00465284,347730,36,2,NM_178839.3,0.060343007,NA
cg00465846,11236,36,8,NM_007218.3,0.030867698,NA
cg00466249,124565,36,17,NM_138570.1,0.456993735,NA
cg00466436,81623,36,20,NM_030931.2,0.545284058,NA
cg00466492,404217,36,19,NM_206833.1,0.716894471,NA
cg00466544,54916,36,14,NM_017799.2,0.039030447,NA
cg00468146,3400,36,6,NM_001546.2,0.118562685,NA
cg00469635,51400,36,11,NM_016147.1,0.018898481,NA
cg00471562,22884,36,10,NM_014023.3,0.039210339,NA
cg00472136,6866,36,12,NM_001006667.1,0.831859455,NA
cg00472814,9510,36,21,NM_006988.3,0.046638078,NA
cg00474004,3448,36,9,NM_002172.1,0.736255205,NA
cg00474209,28514,36,6,NM_005618.2,0.070996822,NA
cg00475955,51490,36,9,NM_016390.2,0.024983028,NA
cg00476577,7764,36,20,NM_006526.2,0.156193836,NA
cg00476580,81611,36,1,NM_030920.2,0.030970867,NA
cg00479269,55571,36,2,NM_017546.3,0.061714021,NA
cg00480115,5349,36,19,NM_021910.1,0.659902948,NA
cg00480209,56985,36,17,NM_020233.3,0.037073407,NA
cg00480356,25764,36,15,NM_016400.2,0.154516188,NA
cg00481227,56259,36,20,NM_030877.3,0.203145375,NA
cg00481951,NA,NA,NA,NA,NA,-2.72
cg00483154,51428,36,5,NM_016222.2,0.034270732,NA
cg00485296,4832,36,16,NM_002513.2,0.028280295,NA
cg00485380,11335,36,7,NM_016587.2,0.045913976,NA
cg00486113,NA,NA,NA,NA,NA,-10.7
cg00487159,8651,36,16,NM_003745.1,0.046279071,NA
cg00488300,25823,36,16,NM_012467.2,0.87182868,NA
cg00488364,3598,36,X,NM_000640.2,0.720946787,NA
cg00488718,256471,36,4,NM_152778.1,0.045501094,NA
cg00489401,2324,36,5,NM_182925.1,0.151157543,NA
cg00491404,79574,36,1,NM_024526.2,0.794355112,NA
cg00491839,23645,36,19,NM_014330.2,0.083652014,NA
cg00493400,6772,36,2,NM_007315.2,0.040403307,NA
cg00495415,6667,36,12,NM_138473.2,0.038177138,NA
cg00495442,57148,36,20,NM_020336.1,0.072954321,NA
cg00495443,NA,NA,NA,NA,NA,NA
cg00495491,3709,36,12,NT_009714.16,0.774944456,NA
cg00496170,51382,36,14,NM_015994.2,0.036086559,NA
cg00497084,5475,36,X,NM_152223.1,0.830599559,NA
cg00497251,57140,36,2,NM_018226.3,0.075578464,NA
cg00498305,6571,36,10,NM_003054.2,0.276940251,NA
cg00498604,7092,36,4,NM_012464.3,0.138427642,NA
cg00499599,8888,36,21,NM_003906.3,0.047507794,NA
cg00499822,6387,36,10,NM_199168.2,0.353838677,NA
cg00500400,2033,36,22,NM_001429.2,0.06369442,NA
cg00501366,242,36,17,NM_001139.1,0.790729552,NA
cg00502442,79683,36,6,NM_024630.2,0.027354772,NA
cg00503458,22889,36,1,NM_014949.2,0.081383863,NA
cg00503840,1749,36,7,NT_007933.14,0.347565245,NA
cg00504595,55504,36,13,NM_018647.2,0.306002478,NA
cg00509616,145781,36,15,NM_001018090.1,0.143465409,NA
cg00509670,5083,36,14,NM_006194.1,0.283578874,NA
cg00510787,55005,36,6,NM_017909.1,0.155807557,NA
cg00510956,10657,36,1,NM_006559.1,0.866086838,NA
cg00511475,1013,36,16,NM_004933.2,0.362747161,NA
cg00512031,54360,36,4,NM_018659.2,0.824202888,NA
cg00512279,6571,36,10,NM_003054.2,0.061070505,NA
cg00512374,3487,36,17,NM_001552.2,0.046675279,NA
cg00513220,54996,36,1,NM_017898.3,0.078137389,NA
cg00513467,55958,36,9,NM_018847.1,0.066323655,NA
cg00514407,5270,36,2,NM_006216.2,0.10911146,NA
cg00514895,8532,36,4,NM_003652.2,0.066699403,NA
cg00515905,79574,36,1,NM_024526.2,0.873291445,NA
cg00516481,5152,36,21,NM_002606.2,0.215841123,NA
cg00518911,3206,36,7,NM_018951.2,0.626064683,NA
cg00518989,3985,36,22,NM_005569.3,0.036814196,NA
cg00519208,7813,36,1,NM_005665.4,0.678332592,NA
cg00519627,79585,36,16,NM_024535.1,0.025160963,NA
cg00520135,7168,36,15,NM_000366.5,0.791291593,NA
cg00520708,134553,36,5,NM_152409.2,0.174948513,NA
cg00521434,83873,36,1,NM_031936.3,0.851618624,NA
cg00521598,26292,36,1,NM_012333.3,0.06837283,NA
cg00522034,868,36,3,NM_170662.3,0.017320718,NA
cg00522316,8570,36,19,NM_003685.1,0.056505324,NA
cg00524288,7378,36,7,NM_003364.2,0.056353089,NA
cg00528052,10765,36,1,NM_006618.3,0.02981747,NA
cg00528967,8428,36,13,NM_003576.2,0.02314345,NA
cg00532335,9211,36,10,NM_005097.1,0.523731466,NA
cg00532890,5087,36,1,NM_002585.1,0.067682252,NA
cg00534274,23657,36,4,NM_014331.2,0.257198843,NA
cg00534856,1082,36,19,NM_000737.2,0.885725629,NA
cg00536175,2623,36,X,NM_002049.2,0.838185191,NA
cg00536472,NA,NA,NA,NA,NA,NA
cg00537910,10058,36,2,NM_005689.1,0.879600314,NA
cg00539322,6295,36,2,NM_000541.2,0.720284165,NA
cg00539716,3344,36,2,NM_002158.2,0.067309306,NA
cg00539955,29780,36,22,NM_013327.3,0.727118499,NA
cg00540544,1465,36,1,NM_004078.1,0.038804746,NA
cg00540769,134526,36,5,NM_130767.1,0.272255859,NA
cg00542846,351,36,21,NM_000484.2,0.109799053,NA
cg00544557,259234,36,21,NM_148676.1,0.890794055,NA
cg00545573,51347,36,12,NM_016281.2,0.107594698,NA
cg00546491,5137,36,7,NM_005020.1,0.278689535,NA
cg00546897,284837,36,21,NM_194310.1,0.476393896,NA
cg00547018,56052,36,16,NM_019109.3,0.180946282,NA
cg00547789,116442,36,X,NM_171998.2,0.142630068,NA
cg00547829,51174,36,17,NM_016261.2,0.052713884,NA
cg00548060,80896,36,1,NM_030769.1,0.774641122,NA
cg00548268,4885,36,7,NM_002523.1,0.314871911,NA
cg00550617,85280,36,17,NM_033191.2,0.556079931,NA
cg00551244,157376,36,8,NM_182525.1,0.815363484,NA
cg00554173,9762,36,20,NM_014731.2,0.74651429,NA
cg00554250,10062,36,11,NM_005693.1,0.472517831,NA
cg00554682,91752,36,2,NM_194250.1,0.057945193,NA
cg00554702,1111,36,11,NM_001274.2,0.169605027,NA
cg00556408,164656,36,22,NM_153609.2,0.807611337,NA
cg00557354,8874,36,13,NM_003899.2,0.057349249,NA
cg00559473,8086,36,12,NM_015665.3,0.059162395,NA
cg00560119,6812,36,9,NM_003165.1,0.053192923,NA
cg00563229,55113,36,1,NM_018053.2,0.03525689,NA
cg00563845,54899,36,3,NM_017771.2,0.237108287,NA
cg00563926,7049,36,1,NM_003243.2,0.248774114,NA
cg00563932,5730,36,9,NM_000954.5,0.691379459,NA
cg00564163,79689,36,7,NM_024636.1,0.188067681,NA
cg00565075,51386,36,22,NM_016091.2,0.167800924,NA
cg00565688,7161,36,1,NM_005427.1,0.130438096,NA
cg00566759,1824,36,18,NM_004949.2,0.055330058,NA
cg00567479,9855,36,2,NM_014808.1,0.050411412,NA
cg00567749,1462,36,5,NM_004385.2,0.089866954,NA
cg00568128,55088,36,10,NM_018017.2,0.072944515,NA
cg00568792,3703,36,11,NM_152713.2,0.077500332,NA
cg00569620,55347,36,3,NM_018394.1,0.06473976,NA
cg00571634,54554,36,3,NM_019069.3,0.168246131,NA
cg00572797,864,36,1,NT_004610.18,0.964236305,NA
cg00573606,1293,36,2,NM_004369.2,0.686101649,NA
cg00575744,3109,36,6,NM_002118.3,0.147755142,NA
cg00576250,284747,36,20,NM_173643.1,0.095688578,NA
cg00577167,229,36,9,NM_000035.2,0.617404283,NA
cg00577464,6469,36,7,NM_000193.2,0.045282845,NA
cg00578575,169270,36,8,NM_173539.1,0.094033557,NA
cg00579393,5968,36,2,NM_006507.2,0.778823521,NA
cg00579402,2528,36,19,NM_000150.1,0.712261528,NA
cg00581156,27292,36,5,NM_014473.2,0.034511172,NA
cg00581764,NA,NA,NA,NA,NA,NA
cg00582372,795,36,X,NM_004057.1,0.584229935,NA
cg00582628,8601,36,8,NM_003702.2,0.288371038,NA
cg00584022,3845,36,12,NM_004985.3,0.04943028,NA
cg00585790,3987,36,2,NM_004987.3,0.467317514,NA
cg00585846,4795,36,6,NM_005007.2,0.052021402,NA
cg00586909,54901,36,6,NM_017774.1,0.119660146,NA
cg00587613,390212,36,11,NM_206997.1,0.784478242,NA
cg00592315,90050,36,14,NM_138344.2,0.769019644,NA
cg00594118,25920,36,9,NM_015456.2,0.083508733,NA
cg00594952,9783,36,1,NM_014747.2,0.588328157,NA
cg00596686,412,36,X,NM_000351.3,0.768670326,NA
cg00597076,4641,36,17,NM_033375.3,0.612127686,NA
cg00598858,5589,36,19,NM_002743.2,0.038877846,NA
cg00600110,171482,36,X,NM_174951.2,0.903490455,NA
cg00600684,55717,36,10,NM_018117.10,0.840145893,NA
cg00601486,341567,36,12,NM_181788.1,0.89724169,NA
cg00602891,79415,36,17,NM_001033046.1,0.076043651,NA
cg00603172,666,36,2,NM_032515.3,0.735412642,NA
cg00605270,27293,36,1,NM_014474.2,0.048158341,NA
cg00609097,10420,36,1,NM_007170.1,0.035265401,NA
cg00611397,26164,36,20,NM_015666.2,0.854768458,NA
cg00612467,3033,36,4,NM_005327.1,0.063002283,NA
cg00613255,3630,36,11,NM_000207.1,0.832416263,NA
cg00613344,79802,36,1,NM_024746.2,0.82435046,NA
cg00614413,5802,36,19,NM_002850.2,0.590964164,NA
cg00615241,5657,36,19,NM_002777.3,0.33944301,NA
cg00615377,23543,36,22,NM_001031695.1,0.145451028,NA
cg00615915,5271,36,18,NM_198833.1,0.117669031,NA
cg00616129,55359,36,12,NM_018423.1,0.083109065,NA
cg00616135,114294,36,15,NM_032857.2,0.500162091,NA
cg00616369,4691,36,2,NM_005381.2,0.028730844,NA
cg00617305,149345,36,1,NM_198149.1,0.048167901,NA
cg00618396,7411,36,X,NM_003372.4,0.25471554,NA
cg00619207,79961,36,1,NM_024901.3,0.515397699,NA
cg00620024,5537,36,9,NM_002721.3,0.680403431,NA
cg00620223,1063,36,1,NM_016343.3,0.062068268,NA
cg00620629,221302,36,6,NM_145062.1,0.033554207,NA
cg00620857,122970,36,14,NM_152331.2,0.888527388,NA
cg00622552,161753,36,15,NM_175881.2,0.191475553,NA
cg00622677,10098,36,4,NM_005723.2,0.070036306,NA
cg00623593,1793,36,10,NM_001380.2,0.866867982,NA
cg00625425,163782,36,1,NM_181712.2,0.681022584,NA
cg00625653,7476,36,3,NM_004625.3,0.072593563,NA
cg00626119,4914,36,1,NM_001007792.1,0.679264399,NA
cg00626466,2799,36,12,NM_002076.2,0.546016048,NA
cg00627233,130120,36,2,NM_001008387.1,0.661901963,NA
cg00627286,7358,36,4,NM_003359.2,0.077092421,NA
cg00629217,84708,36,4,NM_032622.1,0.746517181,NA
cg00629585,8328,36,9,NM_004188.2,0.286754414,NA
cg00630164,9132,36,1,NM_004700.2,0.11537408,NA
cg00630249,284613,36,1,NM_182580.1,0.037714118,NA
cg00630583,5426,36,12,NM_006231.2,0.026250206,NA
cg00631230,65082,36,12,NM_022916.3,0.039052057,NA
cg00633969,83666,36,3,NM_031458.1,0.853226629,NA
cg00634577,8362,36,6,NM_003541.2,0.05841302,NA
cg00635481,7629,36,6,NM_003427.3,0.028808759,NA
cg00636639,92399,36,9,NM_138777.2,0.03735082,NA
cg00638514,347741,36,17,NM_178233.1,0.080325691,NA
cg00642303,23527,36,3,NM_012287.3,0.03932909,NA
cg00643392,83546,36,19,NM_031429.1,0.263714995,NA
cg00644033,57876,36,7,XM_168578.6,0.900594386,NA
cg00645224,84163,36,7,NM_173537.2,0.040134823,NA
cg00645579,3665,36,11,NM_001572.2,0.698561781,NA
cg00645922,51014,36,5,NM_181836.3,0.045903144,NA
cg00646140,414,36,X,NM_001669.2,0.104725097,NA
cg00646492,9446,36,10,NM_004832.1,0.103096039,NA
cg00647741,10782,36,19,NM_016324.2,0.305512205,NA
cg00648153,26503,36,6,NM_012434.3,0.06200057,NA
cg00648883,196549,36,13,NM_145293.2,0.409157633,NA
cg00650762,2048,36,1,NM_004442.5,0.025248054,NA
cg00650876,4904,36,1,NM_004559.2,0.028639544,NA
cg00651216,3326,36,6,NM_007355.2,0.109293467,NA
cg00653387,5764,36,7,NM_002825.5,0.105423217,NA
cg00654814,146664,36,17,NM_144677.2,0.107819601,NA
cg00654816,166793,36,4,NM_145291.2,0.044113563,NA
cg00655307,2099,36,6,NM_000125.2,0.066212282,NA
cg00655779,10574,36,2,NM_006429.2,0.046458466,NA
cg00657095,5467,36,6,NM_006238.2,0.097495109,NA
cg00657582,57680,36,14,NM_020920.1,0.067908734,NA
cg00658007,343035,36,1,NM_183059.1,0.412860678,NA
cg00658626,160762,36,12,NM_152591.1,0.067258073,NA
cg00659129,50807,36,8,NM_018482.2,0.773552991,NA
cg00659953,65990,36,16,NM_023933.1,0.030058173,NA
cg00660989,54813,36,14,NM_017658.2,0.194291504,NA
cg00661202,131474,36,3,NM_144636.1,0.027771871,NA
cg00661485,2299,36,5,NM_012188.3,0.556120951,NA
cg00662556,2587,36,18,NT_025004.13,0.170443081,NA
cg00662775,79921,36,X,NM_001006935.1,0.27199462,NA
cg00665395,9654,36,2,NM_014640.2,0.051424896,NA
cg00666446,93474,36,1,NM_033213.2,0.083862977,NA
cg00666746,85360,36,19,NM_033025.4,0.205751688,NA
cg00668685,283375,36,12,NM_173596.1,0.836643618,NA
cg00669623,985,36,1,NM_033527.1,0.068078905,NA
cg00669856,10252,36,4,NM_005841.1,0.10514268,NA
cg00671161,540,36,13,NM_000053.2,0.01889903,NA
cg00672638,23092,36,5,NM_015071.2,0.090425592,NA
cg00673020,56180,36,X,NM_019556.1,0.491759035,NA
cg00673191,9980,36,21,NM_005128.2,0.360367674,NA
cg00674922,6304,36,3,NM_002971.2,0.061761429,NA
cg00676660,56999,36,3,NM_182920.1,0.043091039,NA
cg00677811,83605,36,7,NM_031443.3,0.043980591,NA
cg00678539,55329,36,15,NM_018365.1,0.194335192,NA
cg00679556,11074,36,6,NM_007028.3,0.675444099,NA
cg00679738,375061,36,1,NM_198552.1,0.032712937,NA
cg00679763,NA,NA,NA,NA,NA,NA
cg00682653,10490,36,14,NM_006370.1,0.029416288,NA
cg00684178,129807,36,2,NM_080741.1,0.67441021,NA
cg00685836,8499,36,12,NM_003625.2,0.042733222,NA
cg00686022,283461,36,12,NM_173599.1,0.882177732,NA
cg00686623,823,36,11,NM_005186.2,0.050493547,NA
cg00687674,283673,36,15,NM_173610.1,0.349772602,NA
cg00687686,65009,36,16,NM_022910.1,0.057796114,NA
cg00688421,5910,36,4,NM_021159.3,0.053415958,NA
cg00689010,23385,36,1,NM_015331.2,0.699999931,NA
cg00689014,2520,36,17,NM_000805.3,0.652433903,NA
cg00689340,6242,36,2,NM_033046.2,0.350152936,NA
cg00690049,10916,36,X,NM_014599.4,0.256472742,NA
cg00690280,280664,36,20,NM_172006.2,0.706360095,NA
cg00690893,9367,36,X,NM_004251.3,0.084639804,NA
cg00691625,2516,36,9,NM_004959.3,0.82998291,NA
cg00691822,90293,36,X,NM_033495.2,0.434878119,NA
cg00692549,23435,36,1,NM_007375.3,0.093876859,NA
cg00693307,7379,36,11,NM_006760.1,0.780424809,NA
cg00695416,873,36,21,NM_001757.2,0.071079982,NA
cg00696900,4144,36,2,NM_005911.4,0.02978945,NA
cg00698688,6820,36,19,NM_177973.1,0.609992338,NA
cg00702231,5325,36,6,NM_006718.2,0.723350805,NA
cg00702729,55262,36,7,NM_018275.3,0.890195866,NA
cg00704310,79047,36,19,NM_024076.1,0.046724288,NA
cg00704909,1315,36,11,NM_016451.3,0.043551334,NA
cg00705255,11026,36,19,NM_006865.2,0.384243271,NA
cg00706536,535,36,17,NM_005177.2,0.595935119,NA
cg00707317,23057,36,1,NM_015039.2,0.056138871,NA
cg00708598,11061,36,13,NM_007015.2,0.197586188,NA
cg00708642,1983,36,14,NM_001969.3,0.05560907,NA
cg00711916,26504,36,2,NM_020184.2,0.077898792,NA
cg00712898,55119,36,1,NM_018061.1,0.021042941,NA
cg00714377,84174,36,20,NM_032214.2,0.297627192,NA
cg00717862,51726,36,3,NM_016306.4,0.060654993,NA
cg00718440,1029,36,9,NM_058195.2,0.063989666,NA
cg00718513,28905,36,2,,0.580312173,NA
cg00718748,57547,36,17,NM_020787.1,0.040565091,NA
cg00720072,54708,36,10,NM_017824.4,0.046929774,NA
cg00720137,83657,36,16,NM_130897.1,0.028655932,NA
cg00720723,51602,36,2,NM_015934.3,0.059031013,NA
cg00722300,117579,36,19,NM_080864.2,0.736078128,NA
cg00724662,10482,36,11,NM_006362.3,0.066780768,NA
cg00725143,9520,36,17,NM_006310.2,0.031142053,NA
cg00725635,8707,36,1,NM_003783.2,0.108144163,NA
cg00725777,27018,36,X,NM_206915.1,0.777809721,NA
cg00727590,50487,36,22,NM_015715.2,0.22430633,NA
cg00727947,353514,36,19,NM_181879.1,0.904544998,NA
cg00728317,4494,36,16,NM_005949.1,0.10105732,NA
cg00728398,64769,36,1,NM_022756.3,0.028760081,NA
cg00728602,80737,36,6,NM_025258.1,0.05065359,NA
cg00729275,147429,36,18,NM_153010.3,0.640305924,NA
cg00729541,84895,36,9,NM_032809.2,0.042852572,NA
cg00729708,204219,36,15,NM_178842.2,0.629415551,NA
cg00729875,54873,36,1,NM_017734.2,0.206264862,NA
cg00730260,144360,36,12,NM_144667.1,0.906901598,NA
cg00731459,9759,36,2,NM_006037.2,0.028043956,NA
cg00733682,51710,36,19,NM_016264.2,0.031248671,NA
cg00734993,23787,36,6,NM_014341.1,0.034856019,NA
cg00736326,10552,36,7,NM_006409.2,0.050430816,NA
cg00737514,23216,36,4,NM_015173.2,0.047852801,NA
cg00739120,10430,36,19,NM_032635.2,0.287844191,NA
cg00741717,51311,36,X,NM_016610.2,0.751852574,NA
cg00741986,NA,NA,NA,NA,NA,NA
cg00743372,7745,36,6,NM_006298.2,0.037654211,NA
cg00744433,1525,36,21,NM_001338.3,0.630166808,NA
cg00745543,341567,36,12,NM_181788.1,0.894310953,NA
cg00745735,84665,36,10,NM_032578.1,0.704247409,NA
cg00746083,57680,36,14,NM_020920.1,0.042236642,NA
cg00746130,7920,36,6,NM_021160.1,0.071794089,NA
cg00746981,3068,36,1,NM_004494.1,0.07962277,NA
cg00747372,NA,NA,NA,NA,NA,NA
cg00747849,6576,36,22,NM_005984.1,0.212710036,NA
cg00748589,NA,NA,NA,NA,NA,8.21
cg00750606,978,36,1,NM_001785.1,0.629930297,NA
cg00751288,90624,36,5,NM_181705.1,0.032680454,NA
cg00754253,117245,36,11,NM_054108.1,0.413060961,NA
cg00754617,171169,36,19,NM_133498.2,0.698074007,NA
cg00755043,158046,36,9,NM_145283.1,0.066854996,NA
cg00755709,570,36,9,NM_001701.2,0.777586089,NA
cg00756058,22873,36,13,NM_198968.1,0.023475217,NA
cg00756887,81607,36,1,NM_030916.1,0.708235009,NA
cg00757070,7379,36,11,NM_006760.1,0.468560359,NA
cg00757952,1414,36,22,NM_001887.3,0.786807292,NA
cg00760203,NA,NA,NA,NA,NA,NA
cg00761755,124935,36,17,NM_152346.1,0.031977043,NA
cg00762512,11019,36,4,NM_194451.1,0.04872597,NA
cg00763679,4735,36,2,NM_001008491.1,0.056697585,NA
cg00763889,54979,36,11,NM_017878.1,0.77524451,NA
cg00766729,147808,36,19,NM_203374.1,0.04484845,NA
cg00766889,22929,36,10,NM_012247.3,0.047704223,NA
cg00767581,3233,36,2,NM_014621.2,0.352094367,NA
cg00768439,4675,36,X,NM_004538.3,0.101997583,NA
cg00769470,140881,36,20,NM_080831.2,0.78396435,NA
cg00769520,6489,36,12,NM_003034.2,0.048202602,NA
cg00770279,1032,36,19,NM_079421.2,0.027009416,NA
cg00770871,7289,36,12,NM_003324.3,0.020753957,NA
cg00772000,378884,36,6,NM_198586.2,0.150798492,NA
cg00775197,202500,36,6,NM_182539.1,0.081976822,NA
cg00777121,11186,36,3,NM_007182.4,0.165323887,NA
cg00777555,378,36,3,NM_001660.2,0.033794988,NA
cg00778920,27339,36,11,NM_014502.3,0.073745139,NA
cg00779924,399717,36,10,NM_207423.1,0.158755469,NA
cg00782174,6510,36,19,NM_005628.1,0.059919378,NA
cg00782854,598,36,20,NM_001191.2,0.047916682,NA
cg00783759,55132,36,4,NM_178043.1,0.022715466,NA
cg00784357,5879,36,7,NM_018890.2,0.037270767,NA
cg00791249,112812,36,19,NM_080665.3,0.07445592,NA
cg00792687,80185,36,8,NM_025115.1,0.050416163,NA
cg00792740,7337,36,15,NM_130838.1,0.056701734,NA
cg00792849,57369,36,15,NM_020660.1,0.122156682,NA
cg00793648,57062,36,14,NM_020414.3,0.796502842,NA
cg00793774,81603,36,10,NM_030912.1,0.036163846,NA
cg00795268,399879,36,11,NM_207428.1,0.878581499,NA
cg00795812,5133,36,2,NM_005018.1,0.436076545,NA
cg00796728,2526,36,11,NM_002033.2,0.057436624,NA
cg00798206,9943,36,3,NM_005109.2,0.064077526,NA
cg00799727,4110,36,X,NM_001011544.1,0.590025618,NA
cg00800095,29944,36,X,NM_013364.2,0.826726688,NA
cg00804048,1984,36,17,NM_001970.3,0.06720008,NA
cg00804392,399,36,4,NM_004310.2,0.320469794,NA
cg00806490,1012,36,16,NM_001257.3,0.130656689,NA
cg00807586,9940,36,3,NM_007338.2,0.096561277,NA
cg00808492,83998,36,1,NM_032044.2,0.808246487,NA
cg00808545,NA,NA,NA,NA,NA,NA
cg00810473,79856,36,15,NM_024798.2,0.040367846,NA
cg00810495,80135,36,1,NM_025065.5,0.085814709,NA
cg00811081,79657,36,12,NM_024604.1,0.072600877,NA
cg00812502,9993,36,22,NM_005137.1,0.023085435,NA
cg00814580,79090,36,19,NM_024108.1,0.132980758,NA
cg00815440,7386,36,19,NM_006003.1,0.014764538,NA
cg00815583,157574,36,8,NM_172366.2,0.082335397,NA
cg00815605,10965,36,14,NM_006821.3,0.091776239,NA
cg00816620,81627,36,1,NM_030934.3,0.312791823,NA
cg00818693,151613,36,3,NM_133462.1,0.046294515,NA
cg00818872,1141,36,1,NM_000748.1,0.061255624,NA
cg00819310,81839,36,1,NM_138959.1,0.757341042,NA
cg00819362,25999,36,19,NM_015526.1,0.828159248,NA
cg00819696,8914,36,12,NM_003920.2,0.024765456,NA
cg00821764,7372,36,3,NM_000373.1,0.029750593,NA
cg00822607,146542,36,16,NM_145271.3,0.061818081,NA
cg00823148,1419,36,2,NM_005210.2,0.800642195,NA
cg00824109,1108,36,12,NM_001273.2,0.040880805,NA
cg00825031,137492,36,8,NM_152415.1,0.024585302,NA
cg00826384,5803,36,7,NM_002851.1,0.057705911,NA
cg00827369,7458,36,7,NM_022170.1,0.042906578,NA
cg00828602,7474,36,3,NM_003392.3,0.074765295,NA
cg00830029,83714,36,12,NM_031474.1,0.446743551,NA
cg00830393,26018,36,3,NM_015541.2,0.049035399,NA
cg00831028,51507,36,20,NM_016407.1,0.042971454,NA
cg00832517,112487,36,14,NM_080664.1,0.079937043,NA
cg00832994,64756,36,1,NM_022745.2,0.063590869,NA
cg00833393,10488,36,9,NM_006368.4,0.052229825,NA
cg00833777,3684,36,16,NM_000632.2,0.504754903,NA
cg00834796,9832,36,5,NM_014790.3,0.094747886,NA
cg00834958,81628,36,7,NM_030935.3,0.068706056,NA
cg00836605,221895,36,7,NM_175061.2,0.034804758,NA
cg00837103,1299,36,20,NM_001853.2,0.403403786,NA
cg00838150,4286,36,3,NM_000248.2,0.047129444,NA
cg00839584,3552,36,2,NM_000575.3,0.383589425,NA
cg00839802,4121,36,6,NM_005907.2,0.047325084,NA
cg00840403,10164,36,16,NM_005769.1,0.183306407,NA
cg00840516,8692,36,3,NM_003773.2,0.566082411,NA
cg00841581,10274,36,3,NM_005862.2,0.041622339,NA
cg00842351,9414,36,9,NM_201629.1,0.198233671,NA
cg00845900,51200,36,7,NM_016352.2,0.901456651,NA
cg00846036,1740,36,11,NM_001364.1,0.308625294,NA
cg00848394,25886,36,3,NM_015426.2,0.042814572,NA
cg00848397,79154,36,17,NM_024308.2,0.040978949,NA
cg00848461,53917,36,5,NM_130781.1,0.679013464,NA
cg00848728,1600,36,1,NM_021080.3,0.045114673,NA
cg00849368,153642,36,5,NM_198150.1,0.080018951,NA
cg00850538,51232,36,2,NM_016441.1,0.526401773,NA
cg00852964,8876,36,6,NM_004666.1,0.407661913,NA
cg00853068,752,36,17,NM_005892.3,0.190190356,NA
cg00854637,55815,36,16,NM_018430.1,0.058794051,NA
cg00854995,6500,36,5,NM_006930.2,0.055367278,NA
cg00856375,10213,36,2,NM_005805.2,0.047150902,NA
cg00858899,595,36,11,NM_053056.1,0.094417123,NA
cg00859193,51371,36,13,NM_015932.2,0.032536103,NA
cg00859655,51700,36,11,NM_016229.2,0.827154064,NA
cg00861635,7752,36,16,NM_198087.1,0.054741903,NA
cg00862041,114928,36,X,NM_138437.3,0.300714191,NA
cg00862290,27094,36,3,NM_014407.3,0.686897465,NA
cg00862770,2289,36,6,NM_004117.2,0.033269136,NA
cg00864867,5074,36,12,NM_002583.2,0.06127024,NA
cg00870662,84552,36,18,NM_032510.2,0.049772879,NA
cg00871371,NA,NA,NA,NA,NA,NA
cg00871453,93594,36,8,NM_145647.1,0.063337434,NA
cg00873037,252969,36,8,NM_145043.1,0.057170075,NA
cg00873937,220202,36,10,NM_145178.2,0.052193415,NA
cg00874863,340596,36,X,NM_178175.2,0.657321457,NA
cg00875272,6886,36,1,NM_003189.1,0.092321204,NA
cg00876704,5585,36,19,NM_002741.3,0.038368463,NA
cg00877887,405753,36,15,NM_207581.1,0.053739749,NA
cg00877964,6509,36,2,NM_003038.2,0.040333577,NA
cg00881086,27031,36,3,NM_153240.3,0.057121791,NA
cg00881370,55908,36,19,NM_018687.3,0.900355214,NA
cg00882451,7783,36,16,NM_003460.1,0.830188743,NA
